,Name,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,Score,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,DPointsAllowed,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,PassingAttempts,CompletionPercentage,PassingYards,TeamPassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PasserRating,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating
0,Jason Witten,11.0,8.5,77.35,78.0,1.0,7.05,9.05,0.0,0.0,0.0,0.0,22.299999999999997,1.3,2.0,1.5,83.35,13.5,0.5,8.5,9.75,0.0,0.0,0.0,0.0,5.85,72.5,100.0,0.0,15.25,11.8,15.25,10.899999999999999,False,-3.0,46.5,24.75,22.1,62.8125,331.9375,5.3,19.625,12.6875,42.9,3.25,59.6,30.8125,62.67748478701826,196.3125,6.4,10.2,1.375,85,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,6.2,16.6,35.25,60.8,221.3125,6.3,10.3,1.5,82
1,CJ Fiedorowicz,5.0,3.0,66.65,28.0,0.0,6.6,8.25,0.0,0.0,0.0,0.0,5.8,3.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,60.2,0.0,13.1,9.95,13.1,13.177777777777777,True,-2.5,38.5,20.5,21.1,64.1875,320.0,5.0,19.5625,13.0625,36.4,2.625,52.4,32.8125,56.952380952380956,204.875,6.2,11.0,1.75,80,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,6.2,16.6,35.25,60.8,221.3125,6.3,10.3,1.5,82
2,Stephen Anderson,3.125,2.0,69.5875,27.625,0.0,10.5375,14.0,0.0,0.0,0.0,0.0,4.7625,3.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.875,38.637499999999996,0.0,12.5125,8.912500000000001,12.5125,13.177777777777777,True,-2.5,38.5,20.5,21.1,64.1875,320.0,5.0,19.5625,13.0625,36.4,2.625,52.4,32.8125,56.952380952380956,204.875,6.2,11.0,1.75,80,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,6.2,16.6,35.25,60.8,221.3125,6.3,10.3,1.5,82
3,Marcedes Lewis,3.3,1.4,38.67,20.9,0.5,5.609999999999999,8.78,0.0,0.0,0.0,0.0,6.49,2.0,0.9,0.5,31.669999999999998,4.4,0.4,2.75,3.35,0.0,0.0,0.0,0.0,3.34,58.6,82.01,0.0,5.81,2.64,5.81,12.559999999999999,False,-6.0,37.0,21.5,26.1,67.375,365.9375,5.4,20.75,14.1875,37.4,3.125,64.0,32.9375,59.96204933586338,224.5625,6.8,11.4,1.3125,83,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,6.2,16.6,35.25,60.8,221.3125,6.3,10.3,1.5,82
4,James O'Shaughnessy,1.0,0.6,46.67,5.9,0.0,5.17,5.35,0.0,0.0,0.0,0.0,1.19,1.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,18.4,0.0,16.939999999999998,14.12,16.939999999999998,12.559999999999999,False,-6.0,37.0,21.5,26.1,67.375,365.9375,5.4,20.75,14.1875,37.4,3.125,64.0,32.9375,59.96204933586338,224.5625,6.8,11.4,1.3125,83,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,6.2,16.6,35.25,60.8,221.3125,6.3,10.3,1.5,82
5,Tyler Higbee,4.0,1.8333333333333333,38.88333333333333,27.666666666666668,0.0,4.5,8.783333333333333,0.0,0.0,0.0,0.0,4.6,4.3,0.5,0.3333333333333333,33.333333333333336,2.1666666666666665,0.0,2.1666666666666665,2.1666666666666665,0.0,0.0,0.0,0.0,0.5499999999999999,49.333333333333336,77.58333333333333,0.0,8.166666666666666,3.716666666666667,8.166666666666666,13.566666666666668,True,-3.0,45.5,24.25,29.9,62.5,361.5,5.8,19.4375,13.375,41.1,4.3125,55.1,32.375,61.77606177606177,239.4375,7.4,12.0,1.75,97,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,6.2,16.6,35.25,60.8,221.3125,6.3,10.3,1.5,82
6,Gerald Everett,2.1666666666666665,1.1666666666666667,49.98333333333334,25.666666666666668,0.16666666666666666,12.9,15.116666666666667,0.0,0.0,0.0,0.0,4.733333333333333,0.0,0.6666666666666666,0.16666666666666666,16.666666666666668,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.2333333333333334,20.166666666666668,31.5,0.0,10.783333333333333,6.0666666666666655,10.783333333333333,13.566666666666668,True,-3.0,45.5,24.25,29.9,62.5,361.5,5.8,19.4375,13.375,41.1,4.3125,55.1,32.375,61.77606177606177,239.4375,7.4,12.0,1.75,97,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,6.2,16.6,35.25,60.8,221.3125,6.3,10.3,1.5,82
7,Gerald Everett,1.8181818181818181,0.9090909090909091,45.445454545454545,19.545454545454547,0.09090909090909091,10.218181818181819,13.79090909090909,0.09090909090909091,1.1818181818181819,1.1818181818181819,0.0,3.5272727272727264,8.7,0.5454545454545454,0.18181818181818182,18.181818181818183,1.1818181818181819,0.09090909090909091,1.1818181818181819,1.1818181818181819,0.0,0.0,0.0,0.0,0.8454545454545456,19.727272727272727,29.87272727272727,0.6090909090909091,9.336363636363636,5.381818181818182,9.945454545454545,11.754545454545452,False,-7.0,43.0,25.0,29.9,62.5,361.5,5.8,19.4375,13.375,41.1,4.3125,55.1,32.375,61.77606177606177,239.4375,7.4,12.0,1.75,97,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,6.2,16.6,35.25,60.8,221.3125,6.3,10.3,1.5,82
8,Tyler Higbee,3.727272727272727,1.9090909090909092,50.3,23.818181818181817,0.09090909090909091,5.254545454545454,8.818181818181818,0.0,0.0,0.0,0.0,4.836363636363637,1.6,0.36363636363636365,0.2727272727272727,27.272727272727273,1.9090909090909092,0.09090909090909091,1.9090909090909092,1.9090909090909092,0.0,0.0,0.0,0.0,1.009090909090909,49.63636363636363,75.43636363636364,0.0,7.600000000000002,3.8272727272727276,7.600000000000002,11.754545454545452,False,-7.0,43.0,25.0,29.9,62.5,361.5,5.8,19.4375,13.375,41.1,4.3125,55.1,32.375,61.77606177606177,239.4375,7.4,12.0,1.75,97,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,6.2,16.6,35.25,60.8,221.3125,6.3,10.3,1.5,82
9,Rhett Ellison,1.3571428571428572,1.0714285714285714,55.714285714285715,8.0,0.14285714285714285,4.464285714285714,5.035714285714286,0.0,0.0,0.0,0.0,2.7285714285714286,10.0,0.14285714285714285,0.14285714285714285,14.285714285714286,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.0,1.0214285714285716,31.571428571428573,47.75714285714286,0.0,4.164285714285715,3.3642857142857143,4.164285714285715,11.15,False,3.0,39.0,18.0,15.4,64.75,314.25,4.9,16.9375,14.1875,32.6,2.4375,48.7,38.0,61.348684210526315,217.4375,5.7,9.3,1.25,78,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,6.2,16.6,35.25,60.8,221.3125,6.3,10.3,1.5,82
